,Sep,Force
498,1.24e-07,1.02e-10
499,1.25e-07,1.02e-10
500,1.25e-07,1.04e-10
501,1.25e-07,1.05e-10
502,1.25e-07,1.05e-10
503,1.25e-07,1.06e-10
504,1.25e-07,1.06e-10
505,1.25e-07,1.09e-10
506,1.25e-07,1.1e-10
507,1.25e-07,1.11e-10
508,1.25e-07,1.12e-10
509,1.25e-07,1.13e-10
510,1.25e-07,1.15e-10
511,1.26e-07,1.15e-10
512,1.26e-07,1.15e-10
513,1.26e-07,1.16e-10
514,1.26e-07,1.18e-10
515,1.26e-07,1.18e-10
516,1.27e-07,1.19e-10
517,1.26e-07,1.21e-10
518,1.26e-07,1.22e-10
519,1.27e-07,1.23e-10
520,1.27e-07,1.24e-10
521,1.27e-07,1.25e-10
522,1.27e-07,1.26e-10
523,1.27e-07,1.26e-10
524,1.27e-07,1.27e-10
525,1.27e-07,1.3e-10
526,1.27e-07,1.31e-10
527,1.27e-07,1.31e-10
528,1.27e-07,1.33e-10
529,1.28e-07,1.33e-10
530,1.28e-07,1.34e-10
531,1.28e-07,1.36e-10
532,1.27e-07,1.38e-10
533,1.28e-07,1.38e-10
534,1.28e-07,1.38e-10
535,1.28e-07,1.4e-10
536,1.28e-07,1.41e-10
537,1.28e-07,1.42e-10
538,1.28e-07,1.43e-10
539,1.28e-07,1.44e-10
540,1.29e-07,1.44e-10
541,1.29e-07,1.45e-10
542,1.29e-07,1.45e-10
543,1.3e-07,1.46e-10
544,1.29e-07,1.47e-10
545,1.3e-07,1.48e-10
546,1.3e-07,1.49e-10
547,1.3e-07,1.51e-10
548,1.3e-07,1.52e-10
549,1.3e-07,1.53e-10
550,1.3e-07,1.55e-10
551,1.3e-07,1.56e-10
552,1.3e-07,1.57e-10
553,1.3e-07,1.58e-10
554,1.3e-07,1.59e-10
555,1.3e-07,1.6e-10
556,1.3e-07,1.61e-10
557,1.3e-07,1.63e-10
558,1.3e-07,1.64e-10
559,1.3e-07,1.65e-10
560,1.3e-07,1.66e-10
561,1.31e-07,1.67e-10
562,1.31e-07,1.68e-10
563,1.31e-07,1.69e-10
564,1.31e-07,1.7e-10
565,1.31e-07,1.71e-10
566,1.31e-07,1.72e-10
567,1.31e-07,1.74e-10
568,1.31e-07,1.75e-10
569,1.31e-07,1.76e-10
570,1.31e-07,1.78e-10
571,1.31e-07,1.8e-10
572,1.31e-07,1.81e-10
573,1.31e-07,1.8e-10
574,1.31e-07,1.82e-10
575,1.31e-07,1.83e-10
576,1.31e-07,1.85e-10
577,1.31e-07,1.86e-10
578,1.31e-07,1.88e-10
579,1.31e-07,1.89e-10
580,1.31e-07,1.9e-10
581,1.31e-07,1.91e-10
582,1.32e-07,1.92e-10
583,1.32e-07,1.93e-10
584,1.32e-07,1.95e-10
585,1.32e-07,1.96e-10
586,1.32e-07,1.97e-10
587,1.32e-07,1.99e-10
588,1.32e-07,2e-10
589,1.32e-07,2.01e-10
590,1.32e-07,2.01e-10
591,1.32e-07,2.03e-10
592,1.32e-07,2.05e-10
593,1.32e-07,2.06e-10
594,1.32e-07,2.08e-10
595,1.32e-07,2.09e-10
596,1.32e-07,2.1e-10
597,1.32e-07,2.11e-10
598,1.32e-07,2.12e-10
599,1.32e-07,2.14e-10
600,1.32e-07,2.15e-10
601,1.32e-07,2.16e-10
602,1.32e-07,2.17e-10
603,1.33e-07,2.18e-10
604,1.33e-07,2.19e-10
605,1.32e-07,2.21e-10
606,1.32e-07,2.23e-10
607,1.32e-07,2.24e-10
608,1.32e-07,2.25e-10
609,1.32e-07,2.27e-10
610,1.33e-07,2.27e-10
611,1.32e-07,2.29e-10
612,1.33e-07,2.31e-10
613,1.33e-07,2.31e-10
614,1.33e-07,2.33e-10
615,1.33e-07,2.34e-10
616,1.33e-07,2.35e-10
617,1.33e-07,2.37e-10
618,1.33e-07,2.38e-10
619,1.33e-07,2.39e-10
620,1.32e-07,2.41e-10
621,1.32e-07,2.43e-10
622,1.33e-07,2.44e-10
623,1.33e-07,2.45e-10
624,1.33e-07,2.47e-10
625,1.33e-07,2.48e-10
626,1.33e-07,2.49e-10
627,1.33e-07,2.5e-10
628,1.33e-07,2.52e-10
629,1.33e-07,2.54e-10
630,1.33e-07,2.55e-10
631,1.33e-07,2.56e-10
632,1.33e-07,2.57e-10
633,1.33e-07,2.59e-10
634,1.33e-07,2.6e-10
635,1.33e-07,2.61e-10
636,1.33e-07,2.62e-10
637,1.33e-07,2.64e-10
638,1.33e-07,2.66e-10
639,1.33e-07,2.67e-10
640,1.33e-07,2.68e-10
641,1.33e-07,2.7e-10
642,1.33e-07,2.72e-10
643,1.33e-07,2.73e-10
644,1.33e-07,2.74e-10
645,1.33e-07,2.75e-10
646,1.33e-07,2.77e-10
647,1.33e-07,2.78e-10
648,1.33e-07,2.8e-10
649,1.33e-07,2.81e-10
650,1.33e-07,2.82e-10
651,1.33e-07,2.84e-10
652,1.33e-07,2.86e-10
653,1.33e-07,2.87e-10
654,1.33e-07,2.89e-10
655,1.33e-07,2.9e-10
656,1.32e-07,2.92e-10
657,1.32e-07,2.93e-10
658,1.32e-07,2.95e-10
659,1.33e-07,2.96e-10
660,1.32e-07,2.98e-10
661,1.32e-07,2.99e-10
662,1.32e-07,3e-10
663,1.32e-07,3.02e-10
664,1.32e-07,3.03e-10
665,1.32e-07,3.05e-10
666,1.32e-07,3.06e-10
667,1.32e-07,3.08e-10
668,1.32e-07,3.09e-10
669,1.32e-07,3.1e-10
670,1.32e-07,3.11e-10
671,1.32e-07,3.13e-10
672,1.32e-07,3.15e-10
673,1.32e-07,3.16e-10
674,1.32e-07,3.17e-10
675,1.32e-07,3.19e-10
676,1.32e-07,3.21e-10
677,1.32e-07,3.22e-10
678,1.32e-07,3.23e-10
679,1.32e-07,3.25e-10
680,1.32e-07,3.27e-10
681,1.32e-07,3.28e-10
682,1.32e-07,3.29e-10
683,1.32e-07,3.31e-10
684,1.32e-07,3.32e-10
685,1.32e-07,3.33e-10
686,1.32e-07,3.35e-10
687,1.32e-07,3.36e-10
688,1.32e-07,3.38e-10
689,1.32e-07,3.39e-10
690,1.32e-07,3.41e-10
691,1.32e-07,3.43e-10
692,1.32e-07,3.44e-10
693,1.32e-07,3.46e-10
694,1.32e-07,3.48e-10
695,1.32e-07,3.49e-10
696,1.32e-07,3.5e-10
697,1.32e-07,3.52e-10
698,1.32e-07,3.53e-10
699,1.32e-07,3.55e-10
700,1.31e-07,3.57e-10
701,1.31e-07,3.58e-10
702,1.31e-07,3.59e-10
703,1.32e-07,3.61e-10
704,1.31e-07,3.62e-10
705,1.31e-07,3.64e-10
